Planungsstelle;Produkt;Bezeichnung;Deckungskreis;Maünahme;Budget;bewirtschaftende Dienststelle;anordnende Dienststelle;Ansatz 2022;Soll auf Ansatz;Ansatz 2023;Ansatz 2024;Ansatz 2025;Ansatz 2026;VE;Rgerg.2021;Rgerg.2022
5.6.1.01.7318000;5.6.1.01;Zuschüsse an übrige Bereiche;61;0;05.02.2001;560;560;16.700;0;16.500;16.300;16.000;16.000;0;10.000,00;1.973,08
5.6.1.01.7429000;5.6.1.01;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);61;0;05.02.2001;560;560;3.000;0;3.000;3.000;3.000;3.000;0;2.558,52;2.546,67
5.6.1.01.7431200;5.6.1.01;Auszahlungen für Honorare;61;0;05.02.2001;560;560;10.000;0;10.000;10.000;10.000;10.000;0;7.018,80;11.454,55
5.6.1.01.8117000;5.6.1.01;Auszahlung interne Leistungen;4;0;05.02.2001;565;565;8.000;0;6.500;6.500;6.500;6.500;0;8.019,57;0
5.6.1.01/3006.6810001;5.6.1.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Bund;0;3006;05.02.2003;565;565;0;0;0;0;0;0;0;0;0
5.6.1.01/3006.7851000;5.6.1.01;Auszahlungen für Hochbaumaünahmen;99;3006;05.02.2003;565;565;0;0;0;0;0;0;0;1.263,54;1.617,70
5.6.1.01/3009.6813000;5.6.1.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Zweckverb.;99;3009;05.02.2003;565;565;0;0;0;0;0;0;0;0;0
5.6.1.01/3009.7852000;5.6.1.01;Auszahlungen für Tiefbaumaünahmen;99;3009;05.02.2003;565;565;0;0;0;0;0;0;0;0;0
5.7.1.01.4421100;5.7.1.01;Ertrüge aus dem Verkauf von Grundstücken in Entwicklung (neu);0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.4422000;5.7.1.01;Ertrüge aus dem Verkauf von Grundstücken in Entwicklung;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.4483000;5.7.1.01;Ertrüge aus Kostenerstattungen von Zweckverbünden;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.4486000;5.7.1.01;Ertrüge aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;1;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.1.01.4487000;5.7.1.01;Ertrüge aus Kostenerstattungen von privaten Unternehmen  (Harz AG);1;0;01.01.2001;110;110;37.500;38.815,83;0;0;0;0;0;37.908,27;38.815,83
5.7.1.01.4534000;5.7.1.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;01.01.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.1.01.4541000;5.7.1.01;Ertrüge aus der Verüuüerung von Grundstücken, Gebüuden und Infrastrukturvermügen;0;0;01.01.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.1.01.5012000;5.7.1.01;Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;118.000;124.967,92;120.800;123.900;127.000;130.200;0;122.517,62;124.967,92
5.7.1.01.5022000;5.7.1.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;4.900;5.247,81;4.800;5.000;5.200;5.400;0;5.149,48;5.247,81
5.7.1.01.5032000;5.7.1.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;23.700;22.645,89;24.200;24.900;25.600;26.200;0;22.045,18;22.645,89
5.7.1.01.5041000;5.7.1.01;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;01.01.2002;110;110;600;652,99;600;700;800;900;0;530,2;652,99
5.7.1.01.5211000;5.7.1.01;Unterhaltung der Grundstücke und baulichen Anlagen;16;0;01.01.2001;180;180;5.000;0;5.000;5.000;5.000;5.000;0;0;0
5.7.1.01.5231000;5.7.1.01;Aufwendungen für Mieten und Pachten;16;0;01.01.2001;180;180;2.100;2.653,44;2.700;2.700;2.700;2.700;0;2.265,84;2.653,44
5.7.1.01.5241000;5.7.1.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;16;0;01.01.2001;180;180;1.500;1.240,01;1.200;1.200;1.200;1.200;0;923,85;1.240,01
5.7.1.01.5261000;5.7.1.01;Besondere Aufwendungen für Beschüftigte;16;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.1.01.5271000;5.7.1.01;Besondere Verwaltungs- und Betriebsaufwendungen;16;0;01.01.2001;180;180;12.000;10.986,05;20.000;15.000;15.000;15.000;0;9.678,04;10.986,05
5.7.1.01.5313000;5.7.1.01;Zuweisungen an Zweckverbünde;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0,01;0
5.7.1.01.5316000;5.7.1.01;Zuschüsse an sonstige üffentliche Sonderrechnungen;16;0;01.01.2001;180;180;15.000;15.000;15.000;15.000;15.000;15.000;0;15.000,00;15.000,00
5.7.1.01.5391000;5.7.1.01;Sonstige Transferaufwendungen;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.5411000;5.7.1.01;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.1.01.5429000;5.7.1.01;Sonstige Aufwend.f.d.Inanspruchn.v. Rechten u.Diensten (Mitgliedsbeitrüge);16;0;01.01.2001;180;180;900;874,65;900;900;900;900;0;1.335,76;502,76
5.7.1.01.5431000;5.7.1.01;Geschüftsaufwendungen;16;0;01.01.2001;180;180;13.000;13.738,48;15.000;10.000;10.000;10.000;0;12.007,48;13.738,48
5.7.1.01.5431100;5.7.1.01;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;16;0;01.01.2001;180;180;12.000;11.888,33;23.000;10.000;10.000;10.000;0;8.750,27;11.888,33
5.7.1.01.5457000;5.7.1.01;Erstatt. für die Aufwend. von Dritten aus lfd. Verwaltungstüt. an Harz AG;16;0;01.01.2001;180;180;13.000;13.000;13.000;13.000;13.000;13.000;0;13.000,00;13.000,00
5.7.1.01.5471000;5.7.1.01;Wertminderungen bei Sachanlagen;0;0;01.01.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.1.01.5473000;5.7.1.01;Wertminderungen beim Umlaufvermügen;0;0;01.01.2004;220;220;0;0;0;0;0;0;0;0;0
5.7.1.01.5711000;5.7.1.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;01.01.2004;220;220;0;0;0;0;0;0;0;0;0
5.7.1.01.6422000;5.7.1.01;Einzahlungen aus dem Verkauf von Grundstücken in Entwicklung;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.6483000;5.7.1.01;Einzahlungen aus Kostenerstattungen von Zweckverbünden;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.6486000;5.7.1.01;Einzahlungen aus Kostenerstattungen von sonstigen üffentlichen Sonderrechnungen;1;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.1.01.6487000;5.7.1.01;Ertrüge aus Kostenerstattungen von privaten Unternehmen  (Harz AG);1;0;01.01.2001;110;110;37.500;0;0;0;0;0;0;37.946,59;38.752,71
5.7.1.01.6521100;5.7.1.01;Einnahmen Mehrwertsteuer 7%;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.6521101;5.7.1.01;Einnahmen Mehrwertsteuer 0%;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.6521200;5.7.1.01;Einnahmen Mehrwertsteuer 19%;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;7.209,89;7.363,00
5.7.1.01.6521216;5.7.1.01;Einnahmen Mehrwertsteuer 16%;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.6521300;5.7.1.01;Erstattungen Vorsteuer;0;0;01.01.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.1.01.7012000;5.7.1.01;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;01.01.2002;110;110;118.000;0;120.800;123.900;127.000;130.200;0;122.517,62;124.967,92
5.7.1.01.7022000;5.7.1.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;4.900;0;4.800;5.000;5.200;5.400;0;5.149,48;5.247,81
5.7.1.01.7032000;5.7.1.01;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;01.01.2002;110;110;23.700;0;24.200;24.900;25.600;26.200;0;22.045,18;22.645,89
5.7.1.01.7041000;5.7.1.01;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;01.01.2002;110;110;600;0;600;700;800;900;0;530,2;652,99
5.7.1.01.7211000;5.7.1.01;Unterhaltung der Grundstücke und baulichen Anlagen;16;0;01.01.2001;180;180;5.000;0;5.000;5.000;5.000;5.000;0;0;0
5.7.1.01.7231000;5.7.1.01;Auszahlungen für Mieten und Pachten;16;0;01.01.2001;180;180;2.100;0;2.700;2.700;2.700;2.700;0;2.265,84;2.653,44
5.7.1.01.7241000;5.7.1.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;16;0;01.01.2001;180;180;1.500;0;1.200;1.200;1.200;1.200;0;1.035,70;1.042,36
5.7.1.01.7261000;5.7.1.01;Besondere zahlungswirksame Aufwendungen für Beschüftigte;16;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.1.01.7271000;5.7.1.01;Besondere Verwaltungs- und Betriebsauszahlungen;16;0;01.01.2001;180;180;12.000;0;20.000;15.000;15.000;15.000;0;9.678,04;10.908,70
5.7.1.01.7313000;5.7.1.01;Zuweisungen an Zweckverbünde;0;0;01.01.2001;180;180;150.000;0;150.000;150.000;150.000;150.000;0;133.444,08;0
5.7.1.01.7316000;5.7.1.01;Zuschüsse an sonstige üffentliche Sonderrechnungen;16;0;01.01.2001;180;180;15.000;0;15.000;15.000;15.000;15.000;0;15.000,00;15.000,00
5.7.1.01.7391000;5.7.1.01;Sonstige Transferauszahlungen;0;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.7411000;5.7.1.01;Sonstige Personal- und Versorgungsauszahlungen;2;0;01.01.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.1.01.7429000;5.7.1.01;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);16;0;01.01.2001;180;180;900;0;900;900;900;900;0;1.707,65;874,65
5.7.1.01.7431000;5.7.1.01;Geschüftsauszahlungen;16;0;01.01.2001;180;180;13.000;0;15.000;10.000;10.000;10.000;0;12.007,48;13.738,48
5.7.1.01.7431100;5.7.1.01;Auszahlungen für Sachverstündigen-,Gerichts-und ühnl.Kosten;16;0;01.01.2001;180;180;12.000;0;23.000;10.000;10.000;10.000;0;8.750,27;11.888,33
5.7.1.01.7441100;5.7.1.01;Abzugsfühige Vorsteuer  7%;16;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.7441101;5.7.1.01;Abzugsfühige Vorsteuer 0%;16;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.7441200;5.7.1.01;Abzugsfühige Vorsteuer 19%;16;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.7441216;5.7.1.01;Abzugsfühige Vorsteuer 16%;16;0;01.01.2001;180;180;0;0;0;0;0;0;0;0;0
5.7.1.01.7441300;5.7.1.01;Abführung Mehrwertsteuer;16;0;01.01.2001;220;220;0;0;0;0;0;0;0;6.925,10;6.744,81
5.7.1.01.7457000;5.7.1.01;Erstatt. für die Auszahl. von Dritten aus lfd. Verwaltungstüt. an priv. Untern.;16;0;01.01.2001;180;180;13.000;0;13.000;13.000;13.000;13.000;0;13.000,00;13.000,00
5.7.1.01/0003.6821000;5.7.1.01;Einzahlungen aus Verüuüerung von Grundstücken, Gebüuden, Infrastrukturvermügen;0;3;01.01.2003;180;180;150.000;85.395,50;150.000;150.000;150.000;150.000;0;160.713,50;228.998,00
5.7.1.01/3004.6851000;5.7.1.01;Einzahlungen für Baumaünahmen;0;3004;01.01.2003;560;560;0;0;0;0;0;0;0;0;0
5.7.1.01/3700.6811000;5.7.1.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;0;3700;01.01.2003;180;180;0;0;0;0;0;0;0;0;0
5.7.3.01.4321000;5.7.3.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.04.2001;432;432;22.500;24.901,60;18.000;18.000;18.000;18.000;0;20.229,50;24.901,60
5.7.3.01.4321019;5.7.3.01;19% Ust Benutzungsgebühren und ühnliche Entgelte;0;0;04.04.2001;432;432;0;0;6.500;6.500;5.500;5.500;0;0;0
5.7.3.01.4411000;5.7.3.01;Ertrüge aus Mieten und Pachten;0;0;04.04.2001;432;432;10.000;9.100;0;0;0;0;0;13.450,00;9.100,00
5.7.3.01.4411019;5.7.3.01;19 % USt Ertrüge Miete/ Pacht;0;0;04.04.2001;432;432;0;0;10.000;10.000;10.000;10.000;0;0;0
5.7.3.01.4461000;5.7.3.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.04.2001;432;432;0;0;0;0;0;0;0;0;0
5.7.3.01.4534000;5.7.3.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;04.04.2001;220;220;700;0;700;700;700;0;0;763,9;0
5.7.3.01.5211000;5.7.3.01;Unterhaltung der Grundstücke und baulichen Anlagen;34;0;04.04.2001;432;432;1.200;376,87;7.200;1.200;1.200;1.200;0;0;376,87
5.7.3.01.5241000;5.7.3.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;34;0;04.04.2001;432;432;0;0;0;0;0;0;0;0;0
5.7.3.01.5252000;5.7.3.01;Erwerb geringwertiger Vermügensgegenstünde;34;0;04.04.2001;432;432;200;0;200;200;200;200;0;0;0
5.7.3.01.5255000;5.7.3.01;Unterhaltung des sonstigen beweglichen Vermügens;34;0;04.04.2001;432;432;200;0;200;200;200;200;0;0;0
5.7.3.01.5457000;5.7.3.01;Erstatt. für die Aufwend. von Dritten aus lfd. Verwaltungstüt. an priv. Untern.;34;0;04.04.2001;432;432;0;0;6.800;6.800;6.800;6.800;0;0;0
5.7.3.01.5458000;5.7.3.01;Erstatt. für die Aufwend. von Dritten aus lfd. Verwaltungstüt. an übrige Ber.;34;0;04.04.2001;432;432;7.000;6.720;0;0;0;0;0;6.720,00;6.720,00
5.7.3.01.5471000;5.7.3.01;Wertminderungen bei Sachanlagen;0;0;04.04.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.3.01.5711000;5.7.3.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;04.04.2004;220;220;2.300;0;2.800;2.800;2.800;2.800;0;2.834,01;0
5.7.3.01.5811200;5.7.3.01;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;04.04.2001;432;432;7.000;3.695,64;4.000;4.000;4.000;4.000;0;2.000,34;3.695,64
5.7.3.01.6321000;5.7.3.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.04.2001;432;432;22.500;0;18.000;18.000;18.000;18.000;0;19.393,90;27.860,20
5.7.3.01.6321019;5.7.3.01;19% Ust Benutzungsgebühren und ühnliche Entgelte;0;0;04.04.2001;432;432;0;0;6.500;6.500;5.500;5.500;0;0;0
5.7.3.01.6411000;5.7.3.01;Einzahlungen aus Mieten und Pachten;0;0;04.04.2001;432;432;10.000;0;0;0;0;0;0;13.450,00;9.100,00
5.7.3.01.6411019;5.7.3.01;19 % USt Ertrüge Miete/ Pacht;0;0;04.04.2001;432;432;0;0;10.000;10.000;10.000;10.000;0;0;0
5.7.3.01.6461000;5.7.3.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.04.2001;432;432;0;0;0;0;0;0;0;0;0
5.7.3.01.7211000;5.7.3.01;Unterhaltung der Grundstücke und baulichen Anlagen;34;0;04.04.2001;432;432;1.200;0;7.200;1.200;1.200;1.200;0;0;376,87
5.7.3.01.7241000;5.7.3.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;34;0;04.04.2001;432;432;0;0;0;0;0;0;0;0;0
5.7.3.01.7252000;5.7.3.01;Erwerb geringwertiger Vermügensgegenstünde;34;0;04.04.2001;432;432;200;0;200;200;200;200;0;0;0
5.7.3.01.7255000;5.7.3.01;Unterhaltung des sonstigen beweglichen Vermügens;34;0;04.04.2001;432;432;200;0;200;200;200;200;0;0;0
5.7.3.01.7457000;5.7.3.01;Erstatt. für die Auszahl. von Dritten aus lfd. Verwaltungstüt. an priv. Untern.;34;0;04.04.2001;432;432;0;0;6.800;6.800;6.800;6.800;0;0;0
5.7.3.01.7458000;5.7.3.01;Erstatt. für die Auszahl. von Dritten aus lfd. Verwaltungstüt. an übrige Ber.;34;0;04.04.2001;432;432;7.000;0;0;0;0;0;0;6.720,00;6.720,00
5.7.3.01.8117000;5.7.3.01;Auszahlung interne Leistungen;4;0;04.04.2001;432;432;7.000;0;4.000;4.000;4.000;4.000;0;2.000,34;3.695,64
5.7.3.01/0300.7831000;5.7.3.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;68;300;04.04.2003;432;432;0;0;0;0;0;0;0;0;0
5.7.5.01.4130001;5.7.5.01;Sonstige allgemeine Zuweisungen vom Bund;0;0;01.03.2001;220;220;0;0;0;0;0;0;0;323.653,06;0
5.7.5.01.4145000;5.7.5.01;Zuschüsse für lfd. Zwecke von verbund. Untern., Beteiligungen und Sonderverm.;0;0;01.03.2001;220;220;0;79.156,15;0;0;0;0;0;0;79.156,15
5.7.5.01.4361000;5.7.5.01;Zweckgebundene Abgaben (Kurbeitrag);21;0;01.03.2001;220;220;2.581.000;2.801.995,92;2.782.000;2.800.000;3.000.000;3.000.000;0;1.760.190,69;2.801.995,92
5.7.5.01.5315000;5.7.5.01;Zuschüsse an verbundene Unternehmen, Sondervermügen und Beteiligungen (WTG);0;0;01.03.2001;111;111;0;0;0;0;0;0;0;0;0
5.7.5.01.5315100;5.7.5.01;Zuschüsse an verbundene Unternehmen, Sondervermügen und Beteiligungen Kurbeitrag;21;0;01.03.2001;111;111;0;2.617.815,72;2.440.000;2.600.000;2.600.000;2.600.000;0;0;2.617.815,72
5.7.5.01.5316000;5.7.5.01;Zuschüsse an sonstige üffentliche Sonderrechnungen (HSB);0;0;01.03.2001;111;111;0;0;0;0;0;0;0;199.403,00;0
5.7.5.01.5316100;5.7.5.01;Zusch.üff. SondRechn. HSB;21;0;01.03.2001;111;111;199.500;199.403;199.500;199.500;199.500;199.500;0;0;199.403,00
5.7.5.01.5316200;5.7.5.01;Zusch.üff. SondRechn. Kurbeitr;21;0;01.03.2001;111;111;2.431.000;0;0;0;0;0;0;0;0
5.7.5.01.5316300;5.7.5.01;Zuschüsse an sonstige üffentliche Sonderrechnung Brockenhaus;21;0;01.03.2001;111;111;0;0;30.000;31.500;33.100;34.800;0;0;0
5.7.5.01.5455000;5.7.5.01;Erst. f.d. Aufwend.v. Dritt. aus lfd VerwTüt. an verb. Unt., Sondverm.& Beteil.;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;2.082.678,52;0
5.7.5.01.5455001;5.7.5.01;Einbehalt für Entgelt WTG;21;0;01.03.2001;220;220;116.100;124.551,70;120.000;120.000;142.800;142.800;0;79.156,15;124.551,70
5.7.5.01.5473100;5.7.5.01;Abgang auf Forderungen;0;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.5.01.6130001;5.7.5.01;Sonstige allgemeine Zuweisungen vom Bund;0;0;01.03.2001;220;220;0;0;0;0;0;0;0;323.653,06;0
5.7.5.01.6145000;5.7.5.01;Zuschüsse für lfd. Zwecke von verbund. Untern., Beteiligungen und Sondervermügen;0;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;79.156,15
5.7.5.01.6361000;5.7.5.01;Zweckgebundene Abgaben (Kurbeitrag);21;0;01.03.2001;220;220;2.581.000;0;2.782.000;2.800.000;3.000.000;3.000.000;0;1.563.731,79;2.742.403,35
5.7.5.01.6521100;5.7.5.01;Einnahmen Mehrwertsteuer 7%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;107.580,60;191.968,22
5.7.5.01.6521101;5.7.5.01;Einnahmen Mehrwertsteuer 0%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.5.01.6521105;5.7.5.01;Einnahmen Mehrwertsteuer 5%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;1.343,31;0
5.7.5.01.6521200;5.7.5.01;Einnahmen Mehrwertsteuer 19%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;5,94;0
5.7.5.01.6521216;5.7.5.01;Einnahmen Mehrwertsteuer 16%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.5.01.6521300;5.7.5.01;Erstattungen Vorsteuer;0;0;01.03.2001;220;220;0;0;0;0;0;0;0;11.002,39;4.704,00
5.7.5.01.7315000;5.7.5.01;Zuschüsse an verbundene Unternehmen, Sondervermügen und Beteiligungen (WTG);0;0;01.03.2001;111;111;0;0;0;0;0;0;0;0;0
5.7.5.01.7315100;5.7.5.01;Zuschüsse an verbundene Unternehmen, Sondervermügen und Beteiligungen Kurbeitrag;21;0;01.03.2001;111;111;0;0;2.440.000;2.600.000;2.600.000;2.600.000;0;0;2.431.000,00
5.7.5.01.7316000;5.7.5.01;Zuschüsse an sonstige üffentliche Sonderrechnungen (HSB);0;0;01.03.2001;111;111;0;0;0;0;0;0;0;199.403,00;0
5.7.5.01.7316100;5.7.5.01;Zusch. üff. SondRechn. HSB;21;0;01.03.2001;111;111;199.500;0;199.500;199.500;199.500;199.500;0;0;199.403,00
5.7.5.01.7316200;5.7.5.01;Zusch. üff.SondRechn. HSB Kurb;21;0;01.03.2001;111;111;2.431.000;0;0;0;0;0;0;0;0
5.7.5.01.7316300;5.7.5.01;Zuschüsse an sonstige üffentliche Sonderrechnung Brockenhaus;21;0;01.03.2001;111;111;0;0;30.000;31.500;33.100;34.800;0;0;0
5.7.5.01.7441100;5.7.5.01;Abzugsfühige Vorsteuer  7%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.5.01.7441101;5.7.5.01;Abzugsfühige Vorsteuer 0 %;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.5.01.7441105;5.7.5.01;Abzugsfühige Vorsteuer 5%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.7.5.01.7441200;5.7.5.01;Abzugsfühige Vorsteuer 19%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;12.103,26;20.898,71
5.7.5.01.7441216;5.7.5.01;Abzugsfühige Vorsteuer 16%;21;0;01.03.2001;220;220;0;0;0;0;0;0;0;2.620,82;0
5.7.5.01.7441300;5.7.5.01;Abführung Mehrwertsteuer;0;0;01.03.2001;220;220;0;0;0;0;0;0;0;97.357,38;189.295,91
5.7.5.01.7455000;5.7.5.01;Erstatt. f.d. Ausz. v. Dritte a. lfd VerwTüt. an verb. Unternehmen (Kurbeitrag);21;0;01.03.2001;220;220;0;0;0;0;0;0;0;1.895.128,18;229.796,78
5.7.5.01.7455001;5.7.5.01;Einbehalt für Entgelt WTG;21;0;01.03.2001;220;220;116.100;0;120.000;120.000;142.800;142.800;0;62.001,39;109.993,23
5.7.5.02.4321000;5.7.5.02;Benutzungsgebühren und ühnliche Entgelte;0;0;03.03.2001;383;383;800;1.178,08;1.000;1.000;1.000;1.000;0;843,92;1.178,08
5.7.5.02.4411000;5.7.5.02;Ertrüge aus Mieten und Pachten;0;0;03.03.2001;383;383;0;0;0;0;0;0;0;0;0
5.7.5.02.4421000;5.7.5.02;Ertrüge aus dem Verkauf;0;0;03.03.2001;383;383;3.000;221,25;2.000;2.000;2.000;2.000;0;0;221,25
5.7.5.02.4488000;5.7.5.02;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;03.03.2001;383;383;300;0;200;200;200;200;0;31,27;0
5.7.5.02.5012000;5.7.5.02;Dienstaufwendungen für Arbeitnehmer;1;0;03.03.2002;110;110;0;0;0;0;0;0;0;0;0
5.7.5.02.5022000;5.7.5.02;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;03.03.2002;110;110;0;0;0;0;0;0;0;0;0
5.7.5.02.5032000;5.7.5.02;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;03.03.2002;110;110;0;0;0;0;0;0;0;0;0
5.7.5.02.5041000;5.7.5.02;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;03.03.2002;110;110;0;0;0;0;0;0;0;0;0
5.7.5.02.5221000;5.7.5.02;Unterhaltung des sonstigen unbeweglichen Vermügens;38;0;03.03.2001;383;383;130.000;85.230,45;110.000;100.000;90.000;80.000;0;92.853,35;85.230,45
5.7.5.02.5231000;5.7.5.02;Aufwendungen für Mieten und Pachten;38;0;03.03.2001;383;383;1.000;0;0;0;0;0;0;0;0
5.7.5.02.5241000;5.7.5.02;Bewirtschaftung der Grundstücke und baulichen Anlagen;38;0;03.03.2001;383;383;200;0;100;100;100;100;0;98,5;0
5.7.5.02.5251000;5.7.5.02;Haltung von Fahrzeugen;38;0;03.03.2001;383;383;5.000;1.250,74;5.000;5.000;5.000;5.000;0;6.028,58;1.250,74
5.7.5.02.5252000;5.7.5.02;Erwerb geringwertiger Vermügensgegenstünde;38;0;03.03.2001;383;383;500;599,31;400;400;400;400;0;133,22;599,31
5.7.5.02.5255000;5.7.5.02;Unterhaltung des sonstigen beweglichen Vermügens;38;0;03.03.2001;383;383;0;152,92;0;0;0;0;0;0;152,92
5.7.5.02.5261000;5.7.5.02;Besondere Aufwendungen für Beschüftigte;38;0;03.03.2001;383;383;700;440,93;500;500;500;500;0;84,95;440,93
5.7.5.02.5271000;5.7.5.02;Besondere Verwaltungs- und Betriebsaufwendungen;38;0;03.03.2001;383;383;2.000;3.132,30;2.000;2.000;2.000;2.000;0;701,67;3.132,30
5.7.5.02.5411000;5.7.5.02;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;03.03.2001;110;110;0;0;0;0;0;0;0;0;0
5.7.5.02.5431000;5.7.5.02;Geschüftsaufwendungen;38;0;03.03.2001;383;383;0;4.533,90;5.000;5.000;5.000;5.000;0;0;4.533,90
5.7.5.02.5431100;5.7.5.02;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;38;0;03.03.2001;383;383;3.000;0;0;0;0;0;0;2.023,00;0
5.7.5.02.5431300;5.7.5.02;Aufwendungen für Planungsleistungen;38;0;03.03.2001;383;383;0;0;0;0;0;0;0;0;0
5.7.5.02.5431400;5.7.5.02;Aufwendungen für Beitragsservice (GEZ);11;0;03.03.2001;110;110;0;74,89;0;0;0;0;0;69,96;74,89
5.7.5.02.5441000;5.7.5.02;Steuern, Versicherungen, Schadensfülle;10;0;03.03.2001;110;110;0;893,56;0;0;0;0;0;844,4;893,56
5.7.5.02.5456000;5.7.5.02;Erstatt. f.d. Aufwend. v. Dritt. aus lfd Verwaltungstüt. an so. üff. SondRechn.;38;0;03.03.2001;383;383;4.000;4.284;5.000;5.000;5.000;5.000;0;4.284,00;4.284,00
5.7.5.02.5711000;5.7.5.02;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;03.03.2004;220;220;12.500;0;13.100;13.100;13.100;13.100;0;13.022,14;0
